Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE
b674ecab-d2e8-4c8c-8919-6b4e565f6289,1939-10-03,,999-41-4400,S99922394,X80553937X,Mrs.,Ariadna374,Mondragón635,,Alva958,M,black,hispanic,F,Buenos Aires  Ciudad de Buenos Aires  AR,716 Johnston Rest Apt 7,Holden,Massachusetts,Worcester County,,42.348813201910055,-71.87131642472194,1460199.82,11886.619999999999
9e3f1d18-4f05-485e-91bb-72a75e72ec16,1995-01-07,,999-33-7127,S99960800,X42847786X,Ms.,Signe792,Harvey63,,,,white,nonhispanic,F,Provincetown  Massachusetts  US,675 Langosh Walk Apt 46,Marlborough,Massachusetts,Middlesex County,,42.34424926355436,-71.50989524122959,596420.75,6420.449999999999
12dc9dc0-70af-490e-bdd5-09fd48814dd5,2001-06-11,,999-48-5503,S99972090,,Ms.,Clarinda196,Dach178,,,,asian,nonhispanic,F,Methuen  Massachusetts  US,657 Little Light Suite 63,Chelsea,Massachusetts,Suffolk County,02149,42.444570255110165,-71.0798267555752,65778.29,32138.879999999994
c786ca32-08c3-45ac-b0ca-8533fd60484e,2016-05-23,,999-51-1497,,,,Magen68,Gulgowski816,,,,white,nonhispanic,F,Boston  Massachusetts  US,1086 Greenholt Haven Unit 96,Waltham,Massachusetts,Middlesex County,02472,42.37470328073106,-71.27356039261683,25549.92,645.8
fd4c5e10-9eb5-4595-9a63-a2262999c411,2005-04-22,2011-06-01,999-45-5199,,,,Matha641,Abbott774,,,,black,nonhispanic,F,Boston  Massachusetts  US,360 Rutherford Plaza Apt 85,Northampton,Massachusetts,Hampshire County,,42.300834791942655,-72.6574545900913,133746.58,1799.8799999999999
096ca9a1-3949-48f2-ae3f-121e51a7559e,1972-10-22,,999-78-7228,S99952448,X64630526X,Mrs.,Janna498,Witting912,,Von197,M,white,nonhispanic,F,Rutland  Massachusetts  US,1073 McClure Vista,Haverhill,Massachusetts,Essex County,01830,42.79456750479613,-71.17184213912144,1110686.52,8799.679999999998
b573d8d0-6c4d-4523-a2ab-db0388726987,1999-04-25,,999-64-9084,S99942592,X77230569X,Ms.,Sonya602,King743,,,,white,nonhispanic,F,Belchertown  Massachusetts  US,968 Luettgen Arcade,Shrewsbury,Massachusetts,Worcester County,,42.27561135941772,-71.70421663419714,441267.13,4170.44
5d2536d8-51cf-40f0-b2f8-64876c6adfdd,2000-05-23,,999-83-4779,S99997213,X59173240X,Ms.,Susan422,Schulist381,,,,white,nonhispanic,F,Burlington  Massachusetts  US,492 Anderson Club,Amesbury,Massachusetts,Essex County,,42.85411581872499,-71.00476495634345,464286.91,3583.0399999999995
93a332cd-fcd7-49e4-982c-a2e577f354e7,2005-04-22,,999-47-6039,,,,Nancie476,Kozey370,,,,black,nonhispanic,F,Peabody  Massachusetts  US,218 Haag Dale,Northampton,Massachusetts,Hampshire County,01062,42.324617686858325,-72.67754606789681,330426.84,3287.2799999999997
be894595-5cf7-468d-82b3-e4f7ffe5f2e7,1988-04-02,,999-46-3053,S99995801,X48108694X,Mrs.,Rena430,Kertzmann286,,Collins926,M,white,nonhispanic,F,Medway  Massachusetts  US,364 Weissnat Center Apt 1,Haverhill,Massachusetts,Essex County,01832,42.74039815757529,-71.11032334649141,722219.54,7457.3499999999985
aa776488-1176-4c9c-9b23-9316f3a688bd,2018-04-03,,999-93-3405,,,,Corrinne176,Leffler128,,,,white,nonhispanic,F,Richmond  Massachusetts  US,488 Russel Port Unit 0,Framingham,Massachusetts,Middlesex County,,42.313823157865414,-71.4373011284091,46240.43,1359.08
af3e6224-86ea-4cce-ad79-90bc3ec45a4a,2016-07-20,,999-11-7533,,,,Marilee479,Runolfsdottir785,,,,white,nonhispanic,F,Melrose  Massachusetts  US,624 Halvorson Divide,Holbrook,Massachusetts,Norfolk County,,42.184629852727156,-71.0506530718439,19020.76,516.64
c320d537-ce64-498c-abc5-8ef315c604f2,2006-08-26,,999-47-3649,,,,Mana631,Klocko335,,,,white,nonhispanic,F,Northfield  Massachusetts  US,233 Dach Terrace Apt 30,Attleboro,Massachusetts,Bristol County,,41.882847511426554,-71.35511782934606,283368.59,3283.96
8e2932f1-753f-4462-bb04-821f93d7cd3a,1981-02-20,,999-27-6504,S99910403,X4779000X,Mrs.,Peg114,Waelchi213,,Tillman293,M,white,nonhispanic,F,Berkley  Massachusetts  US,292 Ziemann Stravenue,Peabody,Massachusetts,Essex County,01940,42.57207173282077,-70.96862407601827,904650.93,10124.13
c3c0f49e-4a8f-413d-ae46-3cd1b0cecef0,1968-06-26,,999-92-5412,S99978955,X80892649X,Mrs.,Robyn562,Reichel38,,Goyette777,M,asian,nonhispanic,F,Ayer  Massachusetts  US,577 Ward Brook,Lee,Massachusetts,Berkshire County,,42.343272620847316,-73.24874382272351,1248312.96,17144.309999999998
fb13dd1f-aa31-4671-9fb5-6ed4d474714b,2010-08-03,,999-39-9689,,,,Carlota980,Barrows492,,,,white,nonhispanic,F,Stoughton  Massachusetts  US,465 Ritchie Underpass Unit 8,Springfield,Massachusetts,Hampden County,01020,42.11646819224577,-72.46414563332071,250445.56,2739.84
bd5e4330-2b7d-4d2b-8b1b-b78955c88a87,1961-07-08,1992-11-14,999-77-4306,S99997584,X16626650X,Mrs.,Kasandra729,Kovacek682,,West559,M,white,nonhispanic,F,Marlborough  Massachusetts  US,372 Cartwright Gateway,Marblehead,Massachusetts,Essex County,01945,42.47354459605772,-70.81815409712391,697642.5800000001,7933.869999999999
166574e9-f340-4aff-932c-dcfa05de09c0,1979-01-17,,999-80-7578,S99924479,X2337621X,Ms.,Nedra260,Hodkiewicz467,,,S,white,nonhispanic,F,Bourne  Massachusetts  US,112 McCullough Avenue,Tewksbury,Massachusetts,Middlesex County,,42.57496771922875,-71.22247083537091,935316.98,6888.299999999998
9f12478b-943c-41c8-b538-c15cfdf4be71,2003-06-22,,999-73-7744,S99961055,,,Loan904,Hayes766,,,,white,nonhispanic,F,Swansea  Massachusetts  US,217 Reichert Harbor Unit 81,Boston,Massachusetts,Suffolk County,02126,42.289652753513025,-71.04545763994162,462291.93,2679.0
0553fcee-f34e-4e85-a490-01f8544b90ac,1996-09-08,,999-47-2337,S99968713,X82146339X,Ms.,Adeline686,Eichmann909,,,,white,nonhispanic,F,Acton  Massachusetts  US,861 Willms Bridge Apt 69,Methuen,Massachusetts,Essex County,01841,42.76010267921029,-71.13563309022342,634541.35,3143.12
848f2525-df86-4a1a-a6f6-217bcd9e428d,1959-06-27,,999-90-4069,S99963428,X71553147X,Mrs.,Keva141,Monahan736,,Howell947,M,white,nonhispanic,F,Fitchburg  Massachusetts  US,107 Boyer Skyway Apt 55,Newton,Massachusetts,Middlesex County,02465,42.349575014846536,-71.21644604008969,1383434.5,13059.48
51208218-7ad9-440a-b924-497f4458160e,2013-10-29,,999-81-2848,,,,Mario764,Bauch723,,,,white,nonhispanic,F,Easton  Massachusetts  US,627 Schuster Green Suite 76,Tyngsborough,Massachusetts,Middlesex County,,42.6208284881784,-71.45691188291708,180503.55,1937.3999999999999
28dc408b-c6e1-4081-a77c-4518af203daa,1981-06-09,,999-68-6770,S99999285,X30106446X,Mrs.,Merri201,Brakus656,,Prosacco716,M,white,nonhispanic,F,Grafton  Massachusetts  US,972 Bednar Orchard Apt 19,Boston,Massachusetts,Suffolk County,02199,42.378720633735746,-70.9282088063744,814161.53,8463.779999999999
ce3dcb32-e3d5-45d5-9927-d971758efd79,1996-01-15,,999-60-2452,S99983640,X45889357X,Ms.,Debi992,Orn563,,,,white,hispanic,F,Brockton  Massachusetts  US,903 Zboncak Road,Revere,Massachusetts,Suffolk County,,42.44460790948461,-71.01732439235248,98902.53,3414.859999999999
ebeda18c-9965-4450-a2e4-3d9d826c4d52,1961-07-08,,999-72-8107,S99980433,X27543330X,Ms.,Maryln219,Crooks415,,,S,white,nonhispanic,F,East Longmeadow  Massachusetts  US,619 Larson Parade,Marblehead,Massachusetts,Essex County,01945,42.451990178002156,-70.85005294923714,1355618.3,11996.339999999998
28bfc60d-72ce-46c1-a70b-268748fb7c4e,1985-04-23,,999-24-9395,S99910530,X37852129X,Mrs.,Mertie42,Block661,,Farrell962,M,black,nonhispanic,F,Worcester  Massachusetts  US,492 Hahn Road,Boston,Massachusetts,Suffolk County,02119,42.357439597863234,-71.10073598064292,828617.47,7498.649999999999
078056c5-ff72-426f-ac6d-c2b8b0de3a61,1986-09-30,,999-17-8999,S99923243,X40967327X,Mrs.,Blanca837,Jaskolski867,,Schimmel440,M,white,hispanic,F,Boston  Massachusetts  US,783 Bauch Pathway,Lynn,Massachusetts,Essex County,01904,42.493676949682005,-70.91942659424095,820753.27,7544.699999999999
cfcf56f9-a2b5-46e7-87b6-4a6e3f1d5595,1968-10-31,,999-38-2857,S99985558,X18008046X,Mrs.,Sonia106,Considine820,,Littel644,M,white,nonhispanic,F,Boston  Massachusetts  US,189 Schuster Manor Unit 11,Somerville,Massachusetts,Middlesex County,02138,42.438876707837906,-71.15073771722821,1083957.98,13553.499999999998
e02f88a8-ae92-4abc-b71f-18f6875d1c48,1956-04-15,,999-97-1139,S99931998,X47705893X,Ms.,Carita426,Fadel536,,,S,white,nonhispanic,F,Dennis  Massachusetts  US,1016 Conroy Ramp,Rockport,Massachusetts,Essex County,01966,42.66388430273972,-70.66164390698029,1396001.65,36082.399999999994
95d41e43-16b3-4f21-a712-d6e679576ac6,1967-10-03,,999-36-9268,S99933208,X61082759X,Mrs.,Alta896,Beahan375,,Bernier607,M,white,nonhispanic,F,Concord  Massachusetts  US,452 Okuneva Underpass,Milford,Massachusetts,Worcester County,,42.19145674918626,-71.49496088065922,1219742.1,10206.549999999997
3660d735-0099-4c19-918a-a624651351a4,1974-05-23,,999-49-4057,S99960992,X50791697X,Mrs.,Katelyn962,Hamill307,,Reynolds644,M,black,hispanic,F,Lawrence  Massachusetts  US,254 Gerhold Skyway,Boston,Massachusetts,Suffolk County,02125,42.393492841393176,-71.00254932203265,990238.26,12130.029999999999
3c156f6f-5df2-45fd-834e-01646a843d6c,1996-10-31,,999-47-4586,S99937043,X7027901X,Ms.,Cherly215,Farrell962,,,,white,nonhispanic,F,Amherst  Massachusetts  US,182 Bins Skyway Suite 95,Boston,Massachusetts,Suffolk County,02151,42.344244267513474,-71.08190098648144,499779.97,6427.179999999999
d60f7cf8-6940-4e12-89b4-e5ad43a06344,1955-09-14,,999-83-2690,S99950492,X30569638X,Ms.,Tanisha724,Donnelly343,,,S,white,nonhispanic,F,Boston  Massachusetts  US,757 Bosco Fork Apt 59,Salem,Massachusetts,Essex County,,42.50431907118572,-70.88320654563549,815602.46,85296.42000000006
eb10ce0e-d7f1-4c9e-a61a-1fb7556a3b9f,2010-09-29,,999-85-9278,,,,Nicky270,Hartmann983,,,,white,nonhispanic,F,Orleans  Massachusetts  US,545 Christiansen Bay,Mansfield,Massachusetts,Bristol County,,42.02960938268946,-71.22994660337588,258215.55,2324.88
5d99102a-34d6-4196-a19d-94a83951e1e5,1956-01-04,,999-61-9627,S99972631,X48322858X,Ms.,Mari763,Runte676,,,S,white,nonhispanic,F,Manchester-by-the-Sea  Massachusetts  US,1074 Marks Village,Attleboro,Massachusetts,Bristol County,02861,41.88746491869412,-71.27679834139867,1316140.43,10943.089999999998
637e6791-f5e3-4c34-9642-fd15fff8aa8f,1948-07-17,,999-59-8034,S99938989,X52672321X,Mrs.,Asia282,Bergstrom287,,Schuppe920,M,white,nonhispanic,F,Amherst  Massachusetts  US,671 Heidenreich Flat,Springfield,Massachusetts,Hampden County,01129,42.137699220830456,-72.5709988106933,1307456.52,14727.109999999999
b921ae05-ed65-4d2c-8018-6551f430eecb,1970-08-07,,999-37-4644,S99953274,X23404610X,Ms.,Sharleen176,Conn188,,,S,white,nonhispanic,F,North Reading  Massachusetts  US,927 Price Vista,Boston,Massachusetts,Suffolk County,02114,42.32929362539,-71.08670553223568,56170.700000000004,1800.88
9b724757-f6d1-45a7-a5ee-2485ed59de94,1972-03-24,,999-64-9699,S99963932,X10029982X,Mrs.,Ronna740,Larson43,,Parisian75,M,white,nonhispanic,F,Chelmsford  Massachusetts  US,882 Wisozk Boulevard Unit 14,Pepperell,Massachusetts,Middlesex County,01463,42.63945171949551,-71.63327956113407,1165289.43,10638.859999999999
6e11920a-7270-4b3e-b779-8342870c338e,1980-06-30,,999-52-2743,S99954802,X60764704X,Mrs.,Beulah33,Gulgowski816,,Legros616,M,white,nonhispanic,F,Warren  Massachusetts  US,772 Kertzmann Estate,Lynnfield,Massachusetts,Essex County,,42.538637122028845,-71.08204580125314,856593.84,10517.009999999998
571528b4-213b-4cab-9a65-15d6817f196d,1991-12-25,,999-15-2240,S99951005,X15942164X,Mrs.,Son314,Christiansen251,,Moore224,M,white,hispanic,F,Southborough  Massachusetts  US,190 Ullrich Loaf Suite 96,Taunton,Massachusetts,Bristol County,02718,41.952254696819274,-71.09143702455246,691397.73,3151.3999999999996
915dcaa8-878f-48b8-a3f3-1a5186ae9346,1996-07-22,,999-49-8982,S99975295,X1700569X,Ms.,Luz785,Bustos920,,,,asian,hispanic,F,Lima  Lima Province  PE,284 Waelchi Arcade Apt 80,Boston,Massachusetts,Suffolk County,02136,42.39060888794658,-71.01751713406405,583974.87,3794.68
12c82b18-091a-42b5-b1c5-75df049e57ce,1959-03-29,,999-35-5460,S99918949,X84787096X,Ms.,Odilia72,Terry864,,,S,white,nonhispanic,F,Lawrence  Massachusetts  US,398 Friesen Tunnel,Natick,Massachusetts,Middlesex County,,42.29888563251785,-71.37449609375723,1490822.38,9402.489999999998
6eaecea0-b052-447a-92c9-be4eaf59b083,1990-11-19,,999-76-1054,S99981690,X45257334X,Mrs.,Min362,Leffler128,,Koepp521,M,white,nonhispanic,F,Tewksbury  Massachusetts  US,429 Purdy Dale Apt 48,Bourne,Massachusetts,Barnstable County,02532,41.72599195050413,-70.60871801026182,686268.09,8083.319999999999
0eb4b50e-56b7-45ec-8c6c-67cce23152c0,1954-07-11,,999-47-1174,S99951445,X73536249X,Ms.,Iesha760,Homenick806,,,S,white,nonhispanic,F,Brimfield  Massachusetts  US,307 Kris Way,Westborough,Massachusetts,Worcester County,01581,42.24007893457095,-71.56899924958518,1542199.2,9694.079999999998
43b2c985-102c-4c2c-a75a-eb10d832f2e0,1981-07-09,,999-49-5148,S99939782,X44933652X,Mrs.,Lorna458,Schinner682,,Lindgren255,M,white,nonhispanic,F,Stow  Massachusetts  US,910 Volkman Path,Brockton,Massachusetts,Plymouth County,02351,42.06911212145493,-71.01112436990829,135032.26,33660.03
f459b7be-f040-4429-911e-988c48e32375,1915-05-24,1999-08-14,999-95-1371,S99914452,X8126449X,Mrs.,Johnna810,Reinger292,,Conn188,M,native,nonhispanic,F,Sherborn  Massachusetts  US,1086 Ward Camp,Southborough,Massachusetts,Worcester County,,42.31925030250614,-71.48698191739089,1511423.73,16264.98
6ed78015-baf2-413f-9162-959bb69dc6a7,1999-12-02,,999-70-1894,S99941452,X36989236X,Ms.,Anna632,Kshlerin58,,,,white,nonhispanic,F,Chatham  Massachusetts  US,1051 Kerluke Bridge Apt 25,Winchester,Massachusetts,Middlesex County,01890,42.42340704236103,-71.1163564519266,497052.07,3860.5199999999995
66d0cf69-ba96-4746-bcd8-ada029b0d8be,2005-08-16,,999-38-2350,,,,Jenice416,Donnelly343,,,,white,nonhispanic,F,Medford  Massachusetts  US,852 Lakin Burg,Sudbury,Massachusetts,Middlesex County,,42.428698290353914,-71.3799212417235,365593.74,3738.08
82967cf4-d0ca-456b-a6c9-c34a47c45acd,1985-12-27,,999-66-7094,S99973285,X19351782X,Mrs.,Glennie916,Hintz995,,McClure239,M,white,nonhispanic,F,Marblehead  Massachusetts  US,1064 Corkery Bridge,Lowell,Massachusetts,Middlesex County,,42.66254508148118,-71.32479318634932,718001.39,14444.619999999997
3e996f3e-0449-44bb-95be-e5aee84252a7,1979-01-12,,999-30-8881,S99961844,X72158292X,Mrs.,Sherita708,Runolfsson901,,Mayert710,M,white,nonhispanic,F,Groton  Massachusetts  US,732 Cremin Walk,Weymouth,Massachusetts,Norfolk County,02188,42.2414974470335,-70.9854481448981,996904.84,5781.959999999999
